*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Apr 16 2025 08:14:40
*************************************************
parsing config file: /pref/Pythia/config/coop_pythia.ini

trace_0 /pref/Pythia/NUTCH/traces/nutch_phase0_core0.trace.xz
Heartbeat CPU  2 instructions:   78000002 cycles:  111319217 heartbeat IPC: 0.40658 cumulative IPC: 0.34517 (Simulation time: 0 hr 7 min 15 sec) 
Heartbeat CPU  1 instructions:   78000000 cycles:  111710930 heartbeat IPC: 0.30584 cumulative IPC: 0.33451 (Simulation time: 0 hr 7 min 16 sec) 
Heartbeat CPU  0 instructions:   77000001 cycles:  112293559 heartbeat IPC: 0.37677 cumulative IPC: 0.32688 (Simulation time: 0 hr 7 min 17 sec) 
Heartbeat CPU  3 instructions:   81000000 cycles:  113618588 heartbeat IPC: 0.29804 cumulative IPC: 0.34271 (Simulation time: 0 hr 7 min 20 sec) 
Heartbeat CPU  2 instructions:   79000001 cycles:  114319268 heartbeat IPC: 0.33333 cumulative IPC: 0.34475 (Simulation time: 0 hr 7 min 22 sec) 
Heartbeat CPU  1 instructions:   79000003 cycles:  114935165 heartbeat IPC: 0.31015 cumulative IPC: 0.33358 (Simulation time: 0 hr 7 min 23 sec) 
Heartbeat CPU  0 instructions:   78000000 cycles:  115475588 heartbeat IPC: 0.31426 cumulative IPC: 0.32641 (Simulation time: 0 hr 7 min 24 sec) 
Heartbeat CPU  2 instructions:   80000000 cycles:  116448147 heartbeat IPC: 0.46973 cumulative IPC: 0.34784 (Simulation time: 0 hr 7 min 27 sec) 
Heartbeat CPU  3 instructions:   82000000 cycles:  116652344 heartbeat IPC: 0.32962 cumulative IPC: 0.34225 (Simulation time: 0 hr 7 min 28 sec) 
Heartbeat CPU  3 instructions:   83000003 cycles:  117680928 heartbeat IPC: 0.97221 cumulative IPC: 0.34966 (Simulation time: 0 hr 7 min 31 sec) 
Heartbeat CPU  2 instructions:   81000000 cycles:  118119149 heartbeat IPC: 0.59844 cumulative IPC: 0.35260 (Simulation time: 0 hr 7 min 32 sec) 
Heartbeat CPU  0 instructions:   79000002 cycles:  118136931 heartbeat IPC: 0.37575 cumulative IPC: 0.32790 (Simulation time: 0 hr 7 min 32 sec) 
Heartbeat CPU  1 instructions:   80000000 cycles:  118212633 heartbeat IPC: 0.30511 cumulative IPC: 0.33252 (Simulation time: 0 hr 7 min 32 sec) 
Heartbeat CPU  3 instructions:   84000000 cycles:  120893857 heartbeat IPC: 0.31124 cumulative IPC: 0.34830 (Simulation time: 0 hr 7 min 38 sec) 
Heartbeat CPU  0 instructions:   80000000 cycles:  120901020 heartbeat IPC: 0.36178 cumulative IPC: 0.32894 (Simulation time: 0 hr 7 min 38 sec) 
Heartbeat CPU  2 instructions:   82000001 cycles:  121164926 heartbeat IPC: 0.32832 cumulative IPC: 0.35179 (Simulation time: 0 hr 7 min 39 sec) 
Heartbeat CPU  1 instructions:   81000003 cycles:  121371004 heartbeat IPC: 0.31662 cumulative IPC: 0.33197 (Simulation time: 0 hr 7 min 39 sec) 
Heartbeat CPU  0 instructions:   81000001 cycles:  123654880 heartbeat IPC: 0.36313 cumulative IPC: 0.32994 (Simulation time: 0 hr 7 min 45 sec) 
Heartbeat CPU  1 instructions:   82000001 cycles:  123755033 heartbeat IPC: 0.41946 cumulative IPC: 0.33420 (Simulation time: 0 hr 7 min 45 sec) 
Heartbeat CPU  3 instructions:   85000001 cycles:  124073744 heartbeat IPC: 0.31448 cumulative IPC: 0.34715 (Simulation time: 0 hr 7 min 46 sec) 
Heartbeat CPU  2 instructions:   83000003 cycles:  124303910 heartbeat IPC: 0.31858 cumulative IPC: 0.35068 (Simulation time: 0 hr 7 min 47 sec) 
Heartbeat CPU  0 instructions:   82000001 cycles:  125924345 heartbeat IPC: 0.44063 cumulative IPC: 0.33257 (Simulation time: 0 hr 7 min 51 sec) 
Heartbeat CPU  1 instructions:   83000000 cycles:  126578049 heartbeat IPC: 0.35423 cumulative IPC: 0.33479 (Simulation time: 0 hr 7 min 54 sec) 
Heartbeat CPU  0 instructions:   83000000 cycles:  127012505 heartbeat IPC: 0.91898 cumulative IPC: 0.33916 (Simulation time: 0 hr 7 min 55 sec) 
Heartbeat CPU  2 instructions:   84000000 cycles:  127107803 heartbeat IPC: 0.35665 cumulative IPC: 0.35085 (Simulation time: 0 hr 7 min 55 sec) 
Heartbeat CPU  3 instructions:   86000001 cycles:  127271350 heartbeat IPC: 0.31273 cumulative IPC: 0.34602 (Simulation time: 0 hr 7 min 55 sec) 
Heartbeat CPU  1 instructions:   84000000 cycles:  129075528 heartbeat IPC: 0.40040 cumulative IPC: 0.33645 (Simulation time: 0 hr 8 min 0 sec) 
Heartbeat CPU  2 instructions:   85000003 cycles:  129719629 heartbeat IPC: 0.38288 cumulative IPC: 0.35169 (Simulation time: 0 hr 8 min 1 sec) 
Heartbeat CPU  0 instructions:   84000000 cycles:  130220568 heartbeat IPC: 0.31171 cumulative IPC: 0.33828 (Simulation time: 0 hr 8 min 2 sec) 
Heartbeat CPU  3 instructions:   87000002 cycles:  130415451 heartbeat IPC: 0.31806 cumulative IPC: 0.34514 (Simulation time: 0 hr 8 min 3 sec) 
Heartbeat CPU  1 instructions:   85000000 cycles:  131774244 heartbeat IPC: 0.37055 cumulative IPC: 0.33735 (Simulation time: 0 hr 8 min 6 sec) 
Heartbeat CPU  3 instructions:   88000000 cycles:  132361409 heartbeat IPC: 0.51388 cumulative IPC: 0.34836 (Simulation time: 0 hr 8 min 8 sec) 
Heartbeat CPU  2 instructions:   86000001 cycles:  132897025 heartbeat IPC: 0.31472 cumulative IPC: 0.35055 (Simulation time: 0 hr 8 min 9 sec) 
Heartbeat CPU  0 instructions:   85000002 cycles:  133562097 heartbeat IPC: 0.29926 cumulative IPC: 0.33702 (Simulation time: 0 hr 8 min 11 sec) 
Heartbeat CPU  1 instructions:   86000002 cycles:  133878331 heartbeat IPC: 0.47527 cumulative IPC: 0.34015 (Simulation time: 0 hr 8 min 12 sec) 
Heartbeat CPU  3 instructions:   89000003 cycles:  134413855 heartbeat IPC: 0.48722 cumulative IPC: 0.35109 (Simulation time: 0 hr 8 min 13 sec) 
Heartbeat CPU  2 instructions:   87000001 cycles:  136147537 heartbeat IPC: 0.30764 cumulative IPC: 0.34923 (Simulation time: 0 hr 8 min 17 sec) 
Heartbeat CPU  0 instructions:   86000002 cycles:  136873539 heartbeat IPC: 0.30198 cumulative IPC: 0.33593 (Simulation time: 0 hr 8 min 18 sec) 
Heartbeat CPU  1 instructions:   87000000 cycles:  136970283 heartbeat IPC: 0.32342 cumulative IPC: 0.33967 (Simulation time: 0 hr 8 min 18 sec) 
Heartbeat CPU  3 instructions:   90000001 cycles:  137260486 heartbeat IPC: 0.35129 cumulative IPC: 0.35110 (Simulation time: 0 hr 8 min 19 sec) 
Heartbeat CPU  2 instructions:   88000000 cycles:  139345614 heartbeat IPC: 0.31269 cumulative IPC: 0.34816 (Simulation time: 0 hr 8 min 23 sec) 
Heartbeat CPU  1 instructions:   88000000 cycles:  139837599 heartbeat IPC: 0.34876 cumulative IPC: 0.33990 (Simulation time: 0 hr 8 min 25 sec) 
Heartbeat CPU  3 instructions:   91000003 cycles:  140178423 heartbeat IPC: 0.34271 cumulative IPC: 0.35087 (Simulation time: 0 hr 8 min 25 sec) 
Heartbeat CPU  0 instructions:   87000001 cycles:  140256872 heartbeat IPC: 0.29557 cumulative IPC: 0.33469 (Simulation time: 0 hr 8 min 26 sec) 
Heartbeat CPU  1 instructions:   89000000 cycles:  141388369 heartbeat IPC: 0.64484 cumulative IPC: 0.34416 (Simulation time: 0 hr 8 min 29 sec) 
Heartbeat CPU  2 instructions:   89000000 cycles:  142176701 heartbeat IPC: 0.35322 cumulative IPC: 0.34829 (Simulation time: 0 hr 8 min 31 sec) 
DEADLOCK! CPU 3 instr_id: 91329425 translated: 2 fetched: 2 scheduled: 2 executed: 1 is_memory: 1 event: 141247080 current: 142247080

Load Queue Entry
[LQ] entry: 0 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 1 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 2 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 3 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 4 instr_id: 91329425 address: bfe093073040 translated: 2 fetched: 0
[LQ] entry: 5 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 6 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 7 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 8 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 9 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 10 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 11 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 12 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 13 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 14 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 15 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 16 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 17 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 18 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 19 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 20 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 21 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 22 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 23 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 24 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 25 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 26 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 27 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 28 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 29 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 30 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 31 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 32 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 33 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 34 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 35 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 36 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 37 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 38 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 39 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 40 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 41 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 42 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 43 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 44 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 45 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 46 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 47 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 48 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 49 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 50 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 51 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 52 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 53 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 54 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 55 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 56 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 57 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 58 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 59 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 60 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 61 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 62 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 63 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 64 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 65 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 66 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 67 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 68 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 69 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 70 instr_id: 0 address: 0 translated: 0 fetched: 0
[LQ] entry: 71 instr_id: 0 address: 0 translated: 0 fetched: 0

Store Queue Entry
[SQ] entry: 0 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 1 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 2 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 3 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 4 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 5 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 6 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 7 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 8 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 9 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 10 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 11 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 12 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 13 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 14 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 15 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 16 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 17 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 18 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 19 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 20 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 21 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 22 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 23 instr_id: 91329445 address: bfe093064dcc translated: 2 fetched: 0
[SQ] entry: 24 instr_id: 91329460 address: bfe093064dd0 translated: 2 fetched: 0
[SQ] entry: 25 instr_id: 91329462 address: bfe093064dd8 translated: 2 fetched: 0
[SQ] entry: 26 instr_id: 91329473 address: bfe093064db0 translated: 2 fetched: 0
[SQ] entry: 27 instr_id: 91329474 address: bfe092fb648e translated: 2 fetched: 0
[SQ] entry: 28 instr_id: 91329483 address: bfe092fc34a8 translated: 2 fetched: 0
[SQ] entry: 29 instr_id: 91329503 address: bfe092fc3460 translated: 2 fetched: 0
[SQ] entry: 30 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 31 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 32 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 33 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 34 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 35 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 36 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 37 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 38 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 39 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 40 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 41 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 42 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 43 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 44 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 45 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 46 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 47 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 48 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 49 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 50 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 51 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 52 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 53 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 54 instr_id: 0 address: 0 translated: 0 fetched: 0
[SQ] entry: 55 instr_id: 0 address: 0 translated: 0 fetched: 0

L1D_MSHR Entry
[L1D_MSHR] entry: 0 instr_id: 91329425 rob_index: 145 address: 2ff824c1cc1 full_addr: bfe093073040 type: 0 fill_level: 1 lq_index: 4 sq_index: 0
[L1D_MSHR] entry: 1 instr_id: 0 rob_index: -1 address: 0 full_addr: 0 type: 0 fill_level: -1 lq_index: 0 sq_index: 0
[L1D_MSHR] entry: 2 instr_id: 0 rob_index: -1 address: 0 full_addr: 0 type: 0 fill_level: -1 lq_index: 0 sq_index: 0
[L1D_MSHR] entry: 3 instr_id: 0 rob_index: -1 address: 0 full_addr: 0 type: 0 fill_level: -1 lq_index: 0 sq_index: 0
[L1D_MSHR] entry: 4 instr_id: 0 rob_index: -1 address: 0 full_addr: 0 type: 0 fill_level: -1 lq_index: 0 sq_index: 0
[L1D_MSHR] entry: 5 instr_id: 0 rob_index: -1 address: 0 full_addr: 0 type: 0 fill_level: -1 lq_index: 0 sq_index: 0
[L1D_MSHR] entry: 6 instr_id: 0 rob_index: -1 address: 0 full_addr: 0 type: 0 fill_level: -1 lq_index: 0 sq_index: 0
[L1D_MSHR] entry: 7 instr_id: 0 rob_index: -1 address: 0 full_addr: 0 type: 0 fill_level: -1 lq_index: 0 sq_index: 0
[L1D_MSHR] entry: 8 instr_id: 0 rob_index: -1 address: 0 full_addr: 0 type: 0 fill_level: -1 lq_index: 0 sq_index: 0
[L1D_MSHR] entry: 9 instr_id: 0 rob_index: -1 address: 0 full_addr: 0 type: 0 fill_level: -1 lq_index: 0 sq_index: 0
[L1D_MSHR] entry: 10 instr_id: 0 rob_index: -1 address: 0 full_addr: 0 type: 0 fill_level: -1 lq_index: 0 sq_index: 0
[L1D_MSHR] entry: 11 instr_id: 0 rob_index: -1 address: 0 full_addr: 0 type: 0 fill_level: -1 lq_index: 0 sq_index: 0
[L1D_MSHR] entry: 12 instr_id: 0 rob_index: -1 address: 0 full_addr: 0 type: 0 fill_level: -1 lq_index: 0 sq_index: 0
[L1D_MSHR] entry: 13 instr_id: 0 rob_index: -1 address: 0 full_addr: 0 type: 0 fill_level: -1 lq_index: 0 sq_index: 0
[L1D_MSHR] entry: 14 instr_id: 0 rob_index: -1 address: 0 full_addr: 0 type: 0 fill_level: -1 lq_index: 0 sq_index: 0
[L1D_MSHR] entry: 15 instr_id: 0 rob_index: -1 address: 0 full_addr: 0 type: 0 fill_level: -1 lq_index: 0 sq_index: 0
bimodal-no-coop_pythia-no-lru-4core: src/main.cc:323: void print_deadlock(uint32_t): Assertion `0' failed.
